"Species","code","Impact_year","Type_of_cost_merged","Management_type","Genus","Cost_ID","Cost.USD","First_invacost","First_manage_invacost"
"Aedes aegypti","PER",2006,"Damage_costs",NA,"Aedes","2324",132916340.065661,1995,1977
"Aedes aegypti","PER",2011,"Damage_costs",NA,"Aedes","2325",2108598.51922928,1995,1977
"Aedes aegypti","PHL",2011,"Damage_costs",NA,"Aedes","2368",2348992.53008418,2001,1977
"Aedes aegypti","PHL",2012,"Damage_costs",NA,"Aedes","2236",71358810.7604102,2001,1977
"Aedes aegypti","PHL",2011,"Damage_costs",NA,"Aedes","2236",71358810.7604102,2001,1977
"Aedes aegypti","PHL",2012,"Damage_costs",NA,"Aedes","2368",2348992.53008418,2001,1977
"Aedes aegypti","PHL",2006,"Damage_costs",NA,"Aedes","2237",85049016.4014476,2001,1977
"Aedes aegypti","PHL",2008,"Damage_costs",NA,"Aedes","2237",85049016.4014476,2001,1977
"Aedes aegypti","PHL",2007,"Damage_costs",NA,"Aedes","2237",85049016.4014476,2001,1977
"Aedes aegypti","PHL",2013,"Damage_costs",NA,"Aedes","2368",2348992.53008418,2001,1977
"Aedes aegypti","PHL",2002,"Damage_costs",NA,"Aedes","2237",85049016.4014476,2001,1977
"Aedes aegypti","PHL",2009,"Damage_costs",NA,"Aedes","2368",2348992.53008418,2001,1977
"Aedes aegypti","PHL",2003,"Damage_costs",NA,"Aedes","2237",85049016.4014476,2001,1977
"Aedes aegypti","PHL",2014,"Damage_costs",NA,"Aedes","2368",2348992.53008418,2001,1977
"Aedes aegypti","PHL",2009,"Damage_costs",NA,"Aedes","2237",85049016.4014476,2001,1977
"Aedes aegypti","PHL",2004,"Damage_costs",NA,"Aedes","2237",85049016.4014476,2001,1977
"Aedes aegypti","PHL",2001,"Damage_costs",NA,"Aedes","2237",85049016.4014476,2001,1977
"Aedes aegypti","PHL",2010,"Damage_costs",NA,"Aedes","2236",71358810.7604102,2001,1977
"Aedes aegypti","PHL",2010,"Damage_costs",NA,"Aedes","2368",2348992.53008418,2001,1977
"Aedes aegypti","PHL",2005,"Damage_costs",NA,"Aedes","2237",85049016.4014476,2001,1977
"Aedes aegypti","PHL",2008,"Damage_costs",NA,"Aedes","2236",71358810.7604102,2001,1977
"Aedes aegypti","PHL",2009,"Damage_costs",NA,"Aedes","2236",71358810.7604102,2001,1977
"Aedes aegypti","PHL",2010,"Damage_costs",NA,"Aedes","2237",85049016.4014476,2001,1977
"Aedes aegypti","PRY",2000,"Damage_costs",NA,"Aedes","2321",2522877.38073318,1995,1977
"Aedes aegypti","PRY",2003,"Damage_costs",NA,"Aedes","2321",2522877.38073318,1995,1977
"Aedes aegypti","PRY",2005,"Damage_costs",NA,"Aedes","2321",2522877.38073318,1995,1977
"Aedes aegypti","PRY",2007,"Damage_costs",NA,"Aedes","2321",2522877.38073318,1995,1977
"Aedes aegypti","PRY",2015,"Damage_costs",NA,"Aedes","NE3040",2975643.17066436,1995,1977
"Aedes aegypti","PRY",2004,"Damage_costs",NA,"Aedes","2321",2522877.38073318,1995,1977
"Aedes aegypti","PRY",2001,"Damage_costs",NA,"Aedes","2321",2522877.38073318,1995,1977
"Aedes aegypti","PRY",2002,"Damage_costs",NA,"Aedes","2321",2522877.38073318,1995,1977
"Aedes aegypti","PRY",2006,"Damage_costs",NA,"Aedes","2321",2522877.38073318,1995,1977
"Aedes aegypti","SGP",2009,"Damage_costs",NA,"Aedes","2238",41736084.3857785,2000,1977
"Aedes aegypti","SGP",2008,"Damage_costs",NA,"Aedes","2239",70592714.376933,2000,1977
"Aedes aegypti","SGP",2002,"Damage_costs",NA,"Aedes","2238",41736084.3857785,2000,1977
"Aedes aegypti","SGP",2000,"Damage_costs",NA,"Aedes","2238",41736084.3857785,2000,1977
"Aedes aegypti","SGP",2001,"Damage_costs",NA,"Aedes","2238",41736084.3857785,2000,1977
"Aedes aegypti","SGP",2002,"Damage_costs",NA,"Aedes","2239",70592714.376933,2000,1977
"Aedes aegypti","SGP",2004,"Damage_costs",NA,"Aedes","2239",70592714.376933,2000,1977
"Aedes aegypti","SGP",2009,"Damage_costs",NA,"Aedes","2239",70592714.376933,2000,1977
"Aedes aegypti","SGP",2008,"Damage_costs",NA,"Aedes","2238",41736084.3857785,2000,1977
"Aedes aegypti","SGP",2005,"Damage_costs",NA,"Aedes","2240",16211264.1480659,2000,1977
"Aedes aegypti","SGP",2005,"Damage_costs",NA,"Aedes","2239",70592714.376933,2000,1977
"Aedes aegypti","SGP",2001,"Damage_costs",NA,"Aedes","2239",70592714.376933,2000,1977
"Aedes aegypti","SGP",2006,"Damage_costs",NA,"Aedes","2238",41736084.3857785,2000,1977
"Aedes aegypti","SGP",2010,"Damage_costs",NA,"Aedes","2239",70592714.376933,2000,1977
"Aedes aegypti","SGP",2005,"Damage_costs",NA,"Aedes","2238",41736084.3857785,2000,1977
"Aedes aegypti","SGP",2003,"Damage_costs",NA,"Aedes","2238",41736084.3857785,2000,1977
"Aedes aegypti","SGP",2004,"Damage_costs",NA,"Aedes","2238",41736084.3857785,2000,1977
"Aedes aegypti","SGP",2007,"Damage_costs",NA,"Aedes","2238",41736084.3857785,2000,1977
"Aedes aegypti","SGP",2003,"Damage_costs",NA,"Aedes","2239",70592714.376933,2000,1977
"Aedes aegypti","SGP",2006,"Damage_costs",NA,"Aedes","2239",70592714.376933,2000,1977
"Aedes aegypti","SGP",2007,"Damage_costs",NA,"Aedes","2239",70592714.376933,2000,1977
"Aedes aegypti","SUR",2001,"Damage_costs",NA,"Aedes","2328",1461965.26330133,2000,1977
"Aedes aegypti","SUR",2003,"Damage_costs",NA,"Aedes","2328",1461965.26330133,2000,1977
"Aedes aegypti","SUR",2002,"Damage_costs",NA,"Aedes","2328",1461965.26330133,2000,1977
"Aedes aegypti","SUR",2004,"Damage_costs",NA,"Aedes","2328",1461965.26330133,2000,1977
"Aedes aegypti","SUR",2007,"Damage_costs",NA,"Aedes","2328",1461965.26330133,2000,1977
"Aedes aegypti","SUR",2000,"Damage_costs",NA,"Aedes","2328",1461965.26330133,2000,1977
"Aedes aegypti","SUR",2005,"Damage_costs",NA,"Aedes","2328",1461965.26330133,2000,1977
"Aedes aegypti","SUR",2006,"Damage_costs",NA,"Aedes","2328",1461965.26330133,2000,1977
"Aedes aegypti","THA",2002,"Damage_costs",NA,"Aedes","2241",1290.95912598685,1981,1977
"Aedes aegypti","THA",1994,"Damage_costs",NA,"Aedes","2245",12772512.1526958,1981,1977
"Aedes aegypti","THA",2003,"Damage_costs",NA,"Aedes","2246",305170126.178464,1981,1977
"Aedes aegypti","THA",2000,"Damage_costs",NA,"Aedes","2244",151755602.358116,1981,1977
"Aedes aegypti","THA",2002,"Damage_costs",NA,"Aedes","2244",151755602.358116,1981,1977
"Aedes aegypti","THA",1998,"Damage_costs",NA,"Aedes","2241",1290.95912598685,1981,1977
"Aedes aegypti","THA",2003,"Damage_costs",NA,"Aedes","2244",151755602.358116,1981,1977
"Aedes aegypti","THA",2004,"Damage_costs",NA,"Aedes","2395",127879387.587106,1981,1977
"Aedes aegypti","THA",1999,"Damage_costs",NA,"Aedes","2241",1290.95912598685,1981,1977
"Aedes aegypti","THA",1981,"Damage_costs",NA,"Aedes","2243",19170339.3416929,1981,1977
"Aedes aegypti","THA",2001,"Damage_costs",NA,"Aedes","2395",127879387.587106,1981,1977
"Aedes aegypti","THA",2000,"Damage_costs",NA,"Aedes","2241",1290.95912598685,1981,1977
"Aedes aegypti","THA",2007,"Damage_costs",NA,"Aedes","2246",305170126.178464,1981,1977
"Aedes aegypti","THA",2005,"Damage_costs",NA,"Aedes","2395",127879387.587106,1981,1977
"Aedes aegypti","THA",2001,"Damage_costs",NA,"Aedes","2241",1290.95912598685,1981,1977
"Aedes aegypti","THA",2009,"Damage_costs",NA,"Aedes","2246",305170126.178464,1981,1977
"Aedes aegypti","THA",2002,"Damage_costs",NA,"Aedes","2246",305170126.178464,1981,1977
"Aedes aegypti","THA",2001,"Damage_costs",NA,"Aedes","2246",305170126.178464,1981,1977
"Aedes aegypti","THA",2004,"Damage_costs",NA,"Aedes","2244",151755602.358116,1981,1977
"Aedes aegypti","THA",2004,"Damage_costs",NA,"Aedes","2246",305170126.178464,1981,1977
"Aedes aegypti","THA",2005,"Damage_costs",NA,"Aedes","2246",305170126.178464,1981,1977
"Aedes aegypti","THA",2008,"Damage_costs",NA,"Aedes","2246",305170126.178464,1981,1977
"Aedes aegypti","THA",2002,"Damage_costs",NA,"Aedes","2395",127879387.587106,1981,1977
"Aedes aegypti","THA",2006,"Damage_costs",NA,"Aedes","2246",305170126.178464,1981,1977
"Aedes aegypti","THA",2001,"Damage_costs",NA,"Aedes","2244",151755602.358116,1981,1977
"Aedes aegypti","THA",2010,"Damage_costs",NA,"Aedes","2246",305170126.178464,1981,1977
"Aedes aegypti","THA",2003,"Damage_costs",NA,"Aedes","2395",127879387.587106,1981,1977
"Aedes aegypti","THA",2005,"Damage_costs",NA,"Aedes","2244",151755602.358116,1981,1977
"Aedes aegypti","TLS",2004,"Damage_costs",NA,"Aedes","2248",381951.934995181,2001,1977
"Aedes aegypti","TLS",2010,"Damage_costs",NA,"Aedes","2248",381951.934995181,2001,1977
"Aedes aegypti","TLS",2009,"Damage_costs",NA,"Aedes","2248",381951.934995181,2001,1977
"Aedes aegypti","TLS",2003,"Damage_costs",NA,"Aedes","2248",381951.934995181,2001,1977
"Aedes aegypti","TLS",2001,"Damage_costs",NA,"Aedes","2248",381951.934995181,2001,1977
"Aedes aegypti","TLS",2006,"Damage_costs",NA,"Aedes","2248",381951.934995181,2001,1977
"Aedes aegypti","TLS",2005,"Damage_costs",NA,"Aedes","2248",381951.934995181,2001,1977
"Aedes aegypti","TLS",2007,"Damage_costs",NA,"Aedes","2248",381951.934995181,2001,1977
"Aedes aegypti","TLS",2008,"Damage_costs",NA,"Aedes","2248",381951.934995181,2001,1977
"Aedes aegypti","TLS",2002,"Damage_costs",NA,"Aedes","2248",381951.934995181,2001,1977
"Aedes aegypti","URY",2004,"Damage_costs",NA,"Aedes","2330",1486796.52946905,1995,1977
"Aedes aegypti","URY",2005,"Damage_costs",NA,"Aedes","2330",1486796.52946905,1995,1977
"Aedes aegypti","URY",2000,"Damage_costs",NA,"Aedes","2330",1486796.52946905,1995,1977
"Aedes aegypti","URY",2007,"Damage_costs",NA,"Aedes","2330",1486796.52946905,1995,1977
"Aedes aegypti","URY",2006,"Damage_costs",NA,"Aedes","2330",1486796.52946905,1995,1977
"Aedes aegypti","URY",2001,"Damage_costs",NA,"Aedes","2330",1486796.52946905,1995,1977
"Aedes aegypti","URY",2002,"Damage_costs",NA,"Aedes","2330",1486796.52946905,1995,1977
"Aedes aegypti","URY",2003,"Damage_costs",NA,"Aedes","2330",1486796.52946905,1995,1977
"Aedes aegypti","USA",1977,"Damage_costs",NA,"Aedes","2327",29413492.60385,1977,1977
"Aedes aegypti","USA",1977,"Damage_costs",NA,"Aedes","2408",9301939.36477387,1977,1977
"Aedes aegypti","USA",2008,"Damage_costs",NA,"Aedes","2326",20573081.5494169,1977,1977
"Aedes aegypti","USA",2008,"Damage_costs",NA,"Aedes","2409",20786606.0076361,1977,1977
"Aedes aegypti","USA",2003,"Damage_costs",NA,"Aedes","2326",20573081.5494169,1977,1977
"Aedes aegypti","USA",2003,"Damage_costs",NA,"Aedes","2409",20786606.0076361,1977,1977
"Aedes aegypti","USA",2005,"Damage_costs",NA,"Aedes","2326",20573081.5494169,1977,1977
"Aedes aegypti","USA",2005,"Damage_costs",NA,"Aedes","2409",20786606.0076361,1977,1977
"Aedes aegypti","USA",1990,"Damage_costs",NA,"Aedes","2256",12194.2263537216,1977,1977
"Aedes aegypti","USA",2007,"Damage_costs",NA,"Aedes","2409",20786606.0076361,1977,1977
"Aedes aegypti","USA",2006,"Damage_costs",NA,"Aedes","2409",20786606.0076361,1977,1977
"Aedes aegypti","USA",2009,"Damage_costs",NA,"Aedes","2326",20573081.5494169,1977,1977
"Aedes aegypti","USA",2010,"Damage_costs",NA,"Aedes","2409",20786606.0076361,1977,1977
"Aedes aegypti","USA",2009,"Damage_costs",NA,"Aedes","2409",20786606.0076361,1977,1977
"Aedes aegypti","USA",2004,"Damage_costs",NA,"Aedes","2326",20573081.5494169,1977,1977
"Aedes aegypti","USA",2007,"Damage_costs",NA,"Aedes","2326",20573081.5494169,1977,1977
"Aedes aegypti","USA",2002,"Damage_costs",NA,"Aedes","2409",20786606.0076361,1977,1977
"Aedes aegypti","USA",2006,"Damage_costs",NA,"Aedes","2326",20573081.5494169,1977,1977
"Aedes aegypti","USA",2002,"Damage_costs",NA,"Aedes","2326",20573081.5494169,1977,1977
"Aedes aegypti","USA",2004,"Damage_costs",NA,"Aedes","2409",20786606.0076361,1977,1977
"Aedes aegypti","USA",2016,"Damage_costs",NA,"Aedes","2364",262043559.095968,1977,1977
"Aedes aegypti","USA",2010,"Damage_costs",NA,"Aedes","2326",20573081.5494169,1977,1977
"Aedes aegypti","VEN",1997,"Damage_costs",NA,"Aedes","NE3044",6430216.35398715,1997,1977
"Aedes aegypti","VEN",1998,"Damage_costs",NA,"Aedes","NE3045",103399.387432647,1997,1977
"Aedes aegypti","VEN",2003,"Damage_costs",NA,"Aedes","NE3057",39056.0341492867,1997,1977
"Aedes aegypti","VEN",1997,"Damage_costs",NA,"Aedes","NE3051",100746.057582806,1997,1977
"Aedes aegypti","VEN",2000,"Damage_costs",NA,"Aedes","NE3054",134861.406918361,1997,1977
"Aedes aegypti","VEN",1998,"Damage_costs",NA,"Aedes","NE3052",147762.335360539,1997,1977
"Aedes aegypti","VEN",2002,"Damage_costs",NA,"Aedes","NE3049",137843.397987028,1997,1977
"Aedes aegypti","VEN",1999,"Damage_costs",NA,"Aedes","NE3046",165939.961444795,1997,1977
"Aedes aegypti","VEN",2002,"Damage_costs",NA,"Aedes","NE3056",242244.267594951,1997,1977
"Aedes aegypti","VEN",2000,"Damage_costs",NA,"Aedes","NE3047",57507.8726981709,1997,1977
"Aedes aegypti","VEN",2001,"Damage_costs",NA,"Aedes","NE3055",325922.294173571,1997,1977
"Aedes aegypti","VEN",2003,"Damage_costs",NA,"Aedes","NE3050",24642.4963093999,1997,1977
"Aedes aegypti","VEN",1999,"Damage_costs",NA,"Aedes","NE3053",253594.076972986,1997,1977
"Aedes aegypti","VEN",2001,"Damage_costs",NA,"Aedes","NE3048",125375.20603751,1997,1977
"Aedes aegypti","VNM",2011,"Damage_costs",NA,"Aedes","2401",2876847.59212677,1998,1977
"Aedes aegypti","VNM",2011,"Damage_costs",NA,"Aedes","2402",2615315.99284252,1998,1977
"Aedes aegypti","VNM",2006,"Damage_costs",NA,"Aedes","2249",24677462.0700881,1998,1977
"Aedes aegypti","VNM",2004,"Damage_costs",NA,"Aedes","2249",24677462.0700881,1998,1977
"Aedes aegypti","VNM",2001,"Damage_costs",NA,"Aedes","2249",24677462.0700881,1998,1977
"Aedes aegypti","VNM",2010,"Damage_costs",NA,"Aedes","2249",24677462.0700881,1998,1977
"Aedes aegypti","VNM",2007,"Damage_costs",NA,"Aedes","2249",24677462.0700881,1998,1977
"Aedes aegypti","VNM",2005,"Damage_costs",NA,"Aedes","2249",24677462.0700881,1998,1977
"Aedes aegypti","VNM",2009,"Damage_costs",NA,"Aedes","2249",24677462.0700881,1998,1977
"Aedes aegypti","VNM",2008,"Damage_costs",NA,"Aedes","2249",24677462.0700881,1998,1977
"Aedes aegypti","VNM",2003,"Damage_costs",NA,"Aedes","2249",24677462.0700881,1998,1977
"Aedes aegypti","VNM",2002,"Damage_costs",NA,"Aedes","2249",24677462.0700881,1998,1977
"Aedes aegypti","VNM",2007,"Damage_costs",NA,"Aedes","2251",66833155.4225999,1998,1977
"Aedes aegypti/Aedes albopictus","ARG",2009,"Damage_costs",NA,"Aedes","2271",8569136.67572497,1995,1977
"Aedes aegypti/Aedes albopictus","ARG",2004,"Damage_costs",NA,"Aedes","2270",17208457.6961482,1995,1977
"Aedes aegypti/Aedes albopictus","ARG",2001,"Damage_costs",NA,"Aedes","2270",17208457.6961482,1995,1977
"Aedes aegypti/Aedes albopictus","ARG",2003,"Damage_costs",NA,"Aedes","2270",17208457.6961482,1995,1977
"Aedes aegypti/Aedes albopictus","ARG",2006,"Damage_costs",NA,"Aedes","2270",17208457.6961482,1995,1977
"Aedes aegypti/Aedes albopictus","ARG",2000,"Damage_costs",NA,"Aedes","2270",17208457.6961482,1995,1977
"Aedes aegypti/Aedes albopictus","ARG",2007,"Damage_costs",NA,"Aedes","2270",17208457.6961482,1995,1977
"Aedes aegypti/Aedes albopictus","ARG",2002,"Damage_costs",NA,"Aedes","2270",17208457.6961482,1995,1977
"Aedes aegypti/Aedes albopictus","ARG",2005,"Damage_costs",NA,"Aedes","2270",17208457.6961482,1995,1977
"Aedes aegypti/Aedes albopictus","BRA",2013,"Damage_costs",NA,"Aedes","2280",483998890.374956,1984,1977
"Aedes aegypti/Aedes albopictus","BRA",2007,"Damage_costs",NA,"Aedes","2284",956987710.380959,1984,1977
"Aedes aegypti/Aedes albopictus","BRA",2002,"Damage_costs",NA,"Aedes","2284",956987710.380959,1984,1977
"Aedes aegypti/Aedes albopictus","BRA",2005,"Damage_costs",NA,"Aedes","2284",956987710.380959,1984,1977
"Aedes aegypti/Aedes albopictus","BRA",2010,"Damage_costs",NA,"Aedes","2279",236158.696042981,1984,1977
"Aedes aegypti/Aedes albopictus","BRA",2003,"Damage_costs",NA,"Aedes","2284",956987710.380959,1984,1977
"Aedes aegypti/Aedes albopictus","BRA",2006,"Damage_costs",NA,"Aedes","2284",956987710.380959,1984,1977
"Aedes aegypti/Aedes albopictus","BRA",2000,"Damage_costs",NA,"Aedes","2284",956987710.380959,1984,1977
"Aedes aegypti/Aedes albopictus","BRA",2004,"Damage_costs",NA,"Aedes","2284",956987710.380959,1984,1977
"Aedes aegypti/Aedes albopictus","BRA",2001,"Damage_costs",NA,"Aedes","2284",956987710.380959,1984,1977
"Aedes aegypti/Aedes albopictus","COL",2005,"Damage_costs",NA,"Aedes","2294",208002021.764501,1995,1977
"Aedes aegypti/Aedes albopictus","COL",2015,"Damage_costs",NA,"Aedes","2377",51761313.6295693,1995,1977
"Aedes aegypti/Aedes albopictus","COL",2007,"Damage_costs",NA,"Aedes","2294",208002021.764501,1995,1977
"Aedes aegypti/Aedes albopictus","COL",2002,"Damage_costs",NA,"Aedes","2294",208002021.764501,1995,1977
"Aedes aegypti/Aedes albopictus","COL",2001,"Damage_costs",NA,"Aedes","2294",208002021.764501,1995,1977
"Aedes aegypti/Aedes albopictus","COL",2015,"Damage_costs",NA,"Aedes","2379",63186108.0793391,1995,1977
"Aedes aegypti/Aedes albopictus","COL",2010,"Damage_costs",NA,"Aedes","2292",1075580347.65367,1995,1977
"Aedes aegypti/Aedes albopictus","COL",2012,"Damage_costs",NA,"Aedes","2415",18416183.4495994,1995,1977
"Aedes aegypti/Aedes albopictus","COL",2010,"Damage_costs",NA,"Aedes","2415",18416183.4495994,1995,1977
"Aedes aegypti/Aedes albopictus","COL",2014,"Damage_costs",NA,"Aedes","NE3070",2223141.21017873,1995,1977
"Aedes aegypti/Aedes albopictus","COL",2011,"Damage_costs",NA,"Aedes","2415",18416183.4495994,1995,1977
"Aedes aegypti/Aedes albopictus","COL",2006,"Damage_costs",NA,"Aedes","2294",208002021.764501,1995,1977
"Aedes aegypti/Aedes albopictus","COL",2000,"Damage_costs",NA,"Aedes","2294",208002021.764501,1995,1977
"Aedes aegypti/Aedes albopictus","COL",2004,"Damage_costs",NA,"Aedes","2294",208002021.764501,1995,1977
"Aedes aegypti/Aedes albopictus","COL",2011,"Damage_costs",NA,"Aedes","2292",1075580347.65367,1995,1977
"Aedes aegypti/Aedes albopictus","COL",2003,"Damage_costs",NA,"Aedes","2294",208002021.764501,1995,1977
"Aedes aegypti/Aedes albopictus","COL",2015,"Damage_costs",NA,"Aedes","2378",3885984.50672442,1995,1977
"Aedes aegypti/Aedes albopictus","COL",2014,"Damage_costs",NA,"Aedes","2290",76206359.1184842,1995,1977
"Aedes aegypti/Aedes albopictus","COL",2012,"Damage_costs",NA,"Aedes","2292",1075580347.65367,1995,1977
"Aedes aegypti/Aedes albopictus","CRI",2004,"Damage_costs",NA,"Aedes","2296",12400317.5618373,1995,1977
"Aedes aegypti/Aedes albopictus","CRI",2002,"Damage_costs",NA,"Aedes","2296",12400317.5618373,1995,1977
"Aedes aegypti/Aedes albopictus","CRI",2003,"Damage_costs",NA,"Aedes","2296",12400317.5618373,1995,1977
"Aedes aegypti/Aedes albopictus","CRI",2000,"Damage_costs",NA,"Aedes","2296",12400317.5618373,1995,1977
"Aedes aegypti/Aedes albopictus","CRI",2001,"Damage_costs",NA,"Aedes","2296",12400317.5618373,1995,1977
"Aedes aegypti/Aedes albopictus","CRI",2005,"Damage_costs",NA,"Aedes","2296",12400317.5618373,1995,1977
"Aedes aegypti/Aedes albopictus","CRI",2006,"Damage_costs",NA,"Aedes","2296",12400317.5618373,1995,1977
"Aedes aegypti/Aedes albopictus","CRI",2007,"Damage_costs",NA,"Aedes","2296",12400317.5618373,1995,1977
"Aedes aegypti/Aedes albopictus","CUB",2006,"Damage_costs",NA,"Aedes","2412",1479573.05417511,2000,1977
"Aedes aegypti/Aedes albopictus","CUB",2006,"Damage_costs",NA,"Aedes","2411",3032419.95232939,2000,1977
"Aedes aegypti/Aedes albopictus","DOM",2011,"Damage_costs",NA,"Aedes","2301",1556113.0157413,2011,1977
"Aedes aegypti/Aedes albopictus","DOM",2011,"Damage_costs",NA,"Aedes","2405",1495088.97590831,2011,1977
"Aedes aegypti/Aedes albopictus","HND",2001,"Damage_costs",NA,"Aedes","2309",19972885.8812854,1995,1977
"Aedes aegypti/Aedes albopictus","HND",2006,"Damage_costs",NA,"Aedes","2309",19972885.8812854,1995,1977
"Aedes aegypti/Aedes albopictus","HND",2004,"Damage_costs",NA,"Aedes","2309",19972885.8812854,1995,1977
"Aedes aegypti/Aedes albopictus","HND",2003,"Damage_costs",NA,"Aedes","2309",19972885.8812854,1995,1977
"Aedes aegypti/Aedes albopictus","HND",2002,"Damage_costs",NA,"Aedes","2309",19972885.8812854,1995,1977
"Aedes aegypti/Aedes albopictus","HND",2005,"Damage_costs",NA,"Aedes","2309",19972885.8812854,1995,1977
"Aedes aegypti/Aedes albopictus","HND",2007,"Damage_costs",NA,"Aedes","2309",19972885.8812854,1995,1977
"Aedes aegypti/Aedes albopictus","HND",2000,"Damage_costs",NA,"Aedes","2309",19972885.8812854,1995,1977
"Aedes aegypti/Aedes albopictus","MDV",2015,"Damage_costs",NA,"Aedes","2385",1237246.9839769,2015,1977
"Aedes aegypti/Aedes albopictus","MDV",2015,"Damage_costs",NA,"Aedes","2387",1216724.60367647,2015,1977
"Aedes aegypti/Aedes albopictus","MEX",2005,"Damage_costs",NA,"Aedes","2311",321737991.353806,1995,1977
"Aedes aegypti/Aedes albopictus","MEX",2002,"Damage_costs",NA,"Aedes","2311",321737991.353806,1995,1977
"Aedes aegypti/Aedes albopictus","MEX",2004,"Damage_costs",NA,"Aedes","2311",321737991.353806,1995,1977
"Aedes aegypti/Aedes albopictus","MEX",2003,"Damage_costs",NA,"Aedes","2311",321737991.353806,1995,1977
"Aedes aegypti/Aedes albopictus","MEX",2007,"Damage_costs",NA,"Aedes","2311",321737991.353806,1995,1977
"Aedes aegypti/Aedes albopictus","MEX",2001,"Damage_costs",NA,"Aedes","2311",321737991.353806,1995,1977
"Aedes aegypti/Aedes albopictus","MEX",2000,"Damage_costs",NA,"Aedes","2311",321737991.353806,1995,1977
"Aedes aegypti/Aedes albopictus","MEX",2006,"Damage_costs",NA,"Aedes","2311",321737991.353806,1995,1977
"Aedes aegypti/Aedes albopictus","NIC",2004,"Damage_costs",NA,"Aedes","2314",15750763.015023,1996,1977
"Aedes aegypti/Aedes albopictus","NIC",2003,"Damage_costs",NA,"Aedes","2315",14412900.9297939,1996,1977
"Aedes aegypti/Aedes albopictus","NIC",2005,"Damage_costs",NA,"Aedes","2314",15750763.015023,1996,1977
"Aedes aegypti/Aedes albopictus","NIC",2007,"Damage_costs",NA,"Aedes","2315",14412900.9297939,1996,1977
"Aedes aegypti/Aedes albopictus","NIC",2007,"Damage_costs",NA,"Aedes","2314",15750763.015023,1996,1977
"Aedes aegypti/Aedes albopictus","NIC",2008,"Damage_costs",NA,"Aedes","2315",14412900.9297939,1996,1977
"Aedes aegypti/Aedes albopictus","NIC",2002,"Damage_costs",NA,"Aedes","2315",14412900.9297939,1996,1977
